timestamp,precipitation,visibility,wind_speed
2023-01-14T21:00:00,0.1,5.46,9.71
2023-01-14T22:00:00,0.13,7.84,9.57
2023-01-14T23:00:00,0.23,5.36,13.63
2023-01-15T00:00:00,1.08,6.55,15.18
2023-01-15T01:00:00,0.23,9.41,12.4
2023-01-15T02:00:00,0.29,8.57,11.56
2023-01-15T03:00:00,0.14,9.83,16.11
2023-01-15T04:00:00,0.17,8.42,16.68
2023-01-15T05:00:00,0.22,10.22,10.17
2023-01-15T06:00:00,0.83,5.62,10.87
2023-01-15T07:00:00,0.34,10.26,15.7
2023-01-15T08:00:00,1.9,5.9,19.16
2023-01-15T09:00:00,0.85,6.82,16.75
2023-01-15T10:00:00,0.13,7.31,15.2
2023-01-15T11:00:00,0.28,11.52,14.01
2023-01-15T12:00:00,1.83,5.58,6.62
2023-01-15T13:00:00,0.14,8.89,7.65
2023-01-15T14:00:00,0.53,8.57,13.05
2023-01-15T15:00:00,1.28,7.56,10.47
2023-01-15T16:00:00,0.26,6.29,14.38
2023-01-15T17:00:00,0.17,5.62,14.09
2023-01-15T18:00:00,0.87,5.26,16.55
2023-01-15T19:00:00,0.37,9.99,7.4
2023-01-15T20:00:00,0.66,6.09,13.11
2023-01-15T21:00:00,0.49,5.33,3.89
2023-01-15T22:00:00,0.42,9.7,10.3
2023-01-15T23:00:00,0.32,9.07,17.07
2023-01-16T00:00:00,0.5,7.67,7.33
2023-01-16T01:00:00,0.85,6.51,11.15
2023-01-16T02:00:00,0.68,2.18,6.29
2023-01-16T03:00:00,0.39,6.23,13.25
2023-01-16T04:00:00,0.13,7.58,22.3
2023-01-16T05:00:00,0.14,5.76,5.61
2023-01-16T06:00:00,0.25,5.71,10.13
2023-01-16T07:00:00,0.51,11.84,15.21
2023-01-16T08:00:00,0.21,4.46,17.49
2023-01-16T09:00:00,0.68,8.22,14.17
2023-01-16T10:00:00,0.51,6.11,16.3
2023-01-16T11:00:00,0.14,8.28,7.78
2023-01-16T12:00:00,0.4,5.33,12.94
2023-01-16T13:00:00,0.23,10.23,10.76
2023-01-16T14:00:00,2.54,6.01,7.35
2023-01-16T15:00:00,0.26,11.24,11.39
2023-01-16T16:00:00,0.62,10.38,8.12
2023-01-16T17:00:00,0.46,5.9,6.79
2023-01-16T18:00:00,1.61,5.13,12.9
2023-01-16T19:00:00,0.1,5.28,21.55
2023-01-16T20:00:00,0.25,5.83,5.52
2023-01-16T21:00:00,0.48,10.18,6.06
2023-01-16T22:00:00,0.85,10.79,13.28
2023-01-16T23:00:00,0.12,6.71,4.13
2023-01-17T00:00:00,0.55,9.86,8.12
2023-01-17T01:00:00,0.94,7.39,14.53
2023-01-17T02:00:00,0.4,7.21,8.84
2023-01-17T03:00:00,0.27,7.53,11.84
2023-01-17T04:00:00,0.11,9.49,20.14
2023-01-17T05:00:00,0.45,3.71,15.0
2023-01-17T06:00:00,0.48,6.98,4.97
2023-01-17T07:00:00,0.66,6.4,8.98
2023-01-17T08:00:00,1.32,8.95,20.68
2023-01-17T09:00:00,1.58,8.68,11.51
2023-01-17T10:00:00,0.65,9.68,5.33
2023-01-17T11:00:00,0.11,9.21,14.49
2023-01-17T12:00:00,0.25,8.57,14.6
2023-01-17T13:00:00,0.31,6.19,21.21
2023-01-17T14:00:00,0.19,8.42,14.23
2023-01-17T15:00:00,0.43,7.03,16.18
2023-01-17T16:00:00,0.28,6.8,18.58
2023-01-17T17:00:00,0.61,3.23,4.08
2023-01-17T18:00:00,0.43,9.95,11.4
2023-01-17T19:00:00,0.1,5.99,10.8
2023-01-17T20:00:00,0.19,7.83,11.51
2023-01-17T21:00:00,0.1,11.75,11.07
2023-01-17T22:00:00,0.19,9.72,9.78
2023-01-17T23:00:00,0.18,6.96,16.57
2023-01-18T00:00:00,0.97,12.54,9.57
2023-01-18T01:00:00,0.37,9.92,18.67
2023-01-18T02:00:00,0.2,6.22,7.12
2023-01-18T03:00:00,0.6,6.79,8.9
2023-01-18T04:00:00,0.45,9.88,0.86
2023-01-18T05:00:00,0.24,9.58,4.41
2023-01-18T06:00:00,0.31,8.68,21.57
2023-01-18T07:00:00,0.13,5.52,5.88
2023-01-18T08:00:00,0.65,7.5,12.47
2023-01-18T09:00:00,0.22,9.61,15.39
2023-01-18T10:00:00,0.68,11.49,14.08
2023-01-18T11:00:00,0.38,8.16,19.02
2023-01-18T12:00:00,1.44,6.9,23.87
2023-01-18T13:00:00,1.78,6.69,10.87
2023-01-18T14:00:00,0.19,8.95,10.45
2023-01-18T15:00:00,0.1,4.32,17.26
2023-01-18T16:00:00,0.32,7.05,8.65
2023-01-18T17:00:00,0.4,7.56,3.64
2023-01-18T18:00:00,0.45,8.51,13.56
2023-01-18T19:00:00,0.23,7.76,8.6
2023-01-18T20:00:00,0.42,7.3,9.6
2023-01-18T21:00:00,0.26,6.88,8.73
2023-01-18T22:00:00,0.53,7.9,10.69
2023-01-18T23:00:00,0.69,8.72,13.31
2023-01-19T00:00:00,0.97,8.3,7.26
2023-01-19T01:00:00,0.49,9.76,27.06
2023-01-19T02:00:00,0.21,7.06,0.47
2023-01-19T03:00:00,0.41,9.04,18.63
2023-01-19T04:00:00,0.19,4.86,10.43
2023-01-19T05:00:00,0.18,7.27,8.34
2023-01-19T06:00:00,0.31,10.72,10.8
2023-01-19T07:00:00,0.34,6.07,16.92
2023-01-19T08:00:00,0.23,9.32,10.02
2023-01-19T09:00:00,0.22,6.65,11.32
2023-01-19T10:00:00,0.34,8.11,10.74
2023-01-19T11:00:00,0.44,4.72,7.6
2023-01-19T12:00:00,0.12,11.49,17.5
2023-01-19T13:00:00,0.17,10.96,15.26
2023-01-19T14:00:00,0.18,6.5,12.99
2023-01-19T15:00:00,1.93,5.02,17.08
2023-01-19T16:00:00,0.68,4.46,16.65
2023-01-19T17:00:00,0.35,8.32,13.5
2023-01-19T18:00:00,0.62,8.14,10.82
2023-01-19T19:00:00,0.16,9.12,11.93
2023-01-19T20:00:00,0.12,8.87,14.73
2023-01-19T21:00:00,1.31,5.43,17.99
2023-01-19T22:00:00,0.6,9.91,12.07
2023-01-19T23:00:00,0.66,10.87,15.6
2023-01-20T00:00:00,1.09,6.9,15.1
2023-01-20T01:00:00,0.77,6.5,4.52
2023-01-20T02:00:00,0.13,7.55,5.43
2023-01-20T03:00:00,0.11,7.22,18.88
2023-01-20T04:00:00,0.83,9.4,10.23
2023-01-20T05:00:00,0.34,9.71,7.49
2023-01-20T06:00:00,0.79,8.91,19.37
2023-01-20T07:00:00,0.53,7.17,5.13
2023-01-20T08:00:00,0.17,8.07,18.19
2023-01-20T09:00:00,0.74,9.73,15.41
2023-01-20T10:00:00,0.15,9.24,13.38
2023-01-20T11:00:00,0.12,8.43,7.38
2023-01-20T12:00:00,0.53,8.49,15.8
2023-01-20T13:00:00,0.48,10.11,8.18
2023-01-20T14:00:00,1.13,6.76,14.71
2023-01-20T15:00:00,0.62,5.71,12.97
2023-01-20T16:00:00,0.2,7.26,13.08
2023-01-20T17:00:00,0.67,11.52,7.27
2023-01-20T18:00:00,0.14,6.39,5.4
2023-01-20T19:00:00,0.63,10.19,10.76
2023-01-20T20:00:00,0.19,5.76,14.93
2023-01-20T21:00:00,0.78,7.74,10.09
2023-01-20T22:00:00,0.11,9.34,4.6
2023-01-20T23:00:00,0.15,7.23,14.02
2023-01-21T00:00:00,0.45,6.56,12.53
2023-01-21T01:00:00,0.17,8.8,12.32
2023-01-21T02:00:00,0.67,5.65,11.55
2023-01-21T03:00:00,0.2,10.14,5.53
2023-01-21T04:00:00,0.73,6.51,8.42
2023-01-21T05:00:00,0.17,8.96,11.29
2023-01-21T06:00:00,0.53,6.62,15.84
2023-01-21T07:00:00,0.15,7.74,13.19
2023-01-21T08:00:00,0.3,7.63,12.87
2023-01-21T09:00:00,0.26,9.89,22.54
2023-01-21T10:00:00,0.61,8.92,13.47
2023-01-21T11:00:00,0.25,5.63,8.09
2023-01-21T12:00:00,0.61,4.86,13.02
2023-01-21T13:00:00,0.46,5.46,0.0
2023-01-21T14:00:00,0.88,5.93,11.67
2023-01-21T15:00:00,0.67,9.81,10.98
2023-01-21T16:00:00,0.13,8.3,4.14
2023-01-21T17:00:00,0.27,10.1,4.26
2023-01-21T18:00:00,0.25,6.33,15.65
2023-01-21T19:00:00,0.68,7.13,10.53
2023-01-21T20:00:00,0.17,7.06,9.23
2023-01-21T21:00:00,0.36,4.76,14.86
2023-01-21T22:00:00,0.47,10.21,13.37
2023-01-21T23:00:00,0.21,5.75,15.77
2023-01-22T00:00:00,0.13,5.48,9.06
2023-01-22T01:00:00,0.73,8.25,12.61
2023-01-22T02:00:00,0.83,9.67,22.32
2023-01-22T03:00:00,0.19,9.54,14.05
2023-01-22T04:00:00,0.29,8.9,10.4
2023-01-22T05:00:00,0.76,10.69,15.96
2023-01-22T06:00:00,0.37,6.64,15.29
2023-01-22T07:00:00,0.17,4.58,21.66
2023-01-22T08:00:00,1.13,8.55,11.06
2023-01-22T09:00:00,0.13,7.25,13.36
2023-01-22T10:00:00,0.12,9.22,16.53
2023-01-22T11:00:00,0.3,11.7,14.24
2023-01-22T12:00:00,1.74,9.3,10.39
2023-01-22T13:00:00,0.19,8.61,18.44
2023-01-22T14:00:00,0.16,6.84,1.69
2023-01-22T15:00:00,0.15,10.18,12.49
2023-01-22T16:00:00,0.21,10.08,13.6
2023-01-22T17:00:00,1.07,9.14,5.74
2023-01-22T18:00:00,0.28,8.44,14.15
2023-01-22T19:00:00,0.23,6.14,10.41
2023-01-22T20:00:00,0.29,8.47,8.29
2023-01-22T21:00:00,0.97,10.13,9.98
2023-01-22T22:00:00,0.16,6.6,20.82
2023-01-22T23:00:00,0.59,9.05,14.67
2023-01-23T00:00:00,0.51,11.85,1.43
2023-01-23T01:00:00,0.26,9.32,14.12
2023-01-23T02:00:00,0.4,9.12,12.42
2023-01-23T03:00:00,0.81,8.04,9.36
2023-01-23T04:00:00,0.35,9.43,11.19
2023-01-23T05:00:00,0.16,14.21,7.29
2023-01-23T06:00:00,1.3,6.0,13.97
2023-01-23T07:00:00,0.41,6.54,9.16
2023-01-23T08:00:00,0.19,8.66,10.54
2023-01-23T09:00:00,0.61,5.81,6.83
2023-01-23T10:00:00,0.72,6.11,19.4
2023-01-23T11:00:00,0.13,6.07,0.0
2023-01-23T12:00:00,0.47,7.88,10.35
2023-01-23T13:00:00,0.14,3.93,0.0
2023-01-23T14:00:00,0.89,6.23,13.14
2023-01-23T15:00:00,0.23,5.63,6.47
2023-01-23T16:00:00,0.8,6.81,13.92
2023-01-23T17:00:00,0.33,8.78,8.24
2023-01-23T18:00:00,0.61,8.63,21.42
2023-01-23T19:00:00,0.16,8.13,19.89
2023-01-23T20:00:00,0.55,8.84,8.09
2023-01-23T21:00:00,0.24,7.29,18.25
2023-01-23T22:00:00,0.15,7.77,14.98
2023-01-23T23:00:00,0.2,6.39,13.3
2023-01-24T00:00:00,1.6,7.5,7.45
2023-01-24T01:00:00,0.48,7.08,10.6
2023-01-24T02:00:00,0.35,4.49,13.8
2023-01-24T03:00:00,0.52,7.79,18.07
2023-01-24T04:00:00,0.65,12.17,7.48
2023-01-24T05:00:00,0.29,4.72,13.06
