timestamp,latitude,longitude,accident,traffic_volume
2023-01-02T19:00:00,41.89202967938401,-87.5724784344965,0,2371
2023-01-02T20:00:00,41.88510114854845,-87.59912877327982,0,3739
2023-01-02T21:00:00,41.89122131580375,-87.79032500167428,0,2197
2023-01-02T22:00:00,41.930385726676896,-87.62227410303305,0,1677
2023-01-02T23:00:00,41.891515732926486,-87.67985727629643,0,1112
2023-01-03T00:00:00,41.918834813784315,-87.7449856861876,1,2845
2023-01-03T01:00:00,41.882154744169334,-87.47843650426293,0,4512
2023-01-03T02:00:00,41.8954471639214,-87.4741904193203,0,4323
2023-01-03T03:00:00,41.91597729355031,-87.5074701459734,1,1415
2023-01-03T04:00:00,41.790670650808664,-87.60683079248298,0,2492
2023-01-03T05:00:00,41.85891972701857,-87.50824373911426,0,3585
2023-01-03T06:00:00,41.849877640742434,-87.62871521374583,1,3139
2023-01-03T07:00:00,41.839767329105406,-87.6115482450792,0,522
2023-01-03T08:00:00,41.861591464926406,-87.72821242334159,0,3037
2023-01-03T09:00:00,41.96779647867407,-87.59407078259511,0,386
2023-01-03T10:00:00,41.826150133058405,-87.6243652664418,0,759
2023-01-03T11:00:00,41.93619670127549,-87.74703869051511,0,3337
2023-01-03T12:00:00,41.77712781370305,-87.6344077400635,0,692
2023-01-03T13:00:00,41.858006898200856,-87.63697566074711,0,1827
2023-01-03T14:00:00,41.88786518390631,-87.46801949500198,0,3024
2023-01-03T15:00:00,41.91327333988156,-87.54932080043379,0,3346
2023-01-03T16:00:00,41.920773594787576,-87.62876991048176,0,2339
2023-01-03T17:00:00,41.925700834112,-87.6074091421179,0,651
2023-01-03T18:00:00,41.857176495665094,-87.62582088597063,0,4035
2023-01-03T19:00:00,41.85035889244013,-87.6480622586316,0,4759
2023-01-03T20:00:00,41.929578552875434,-87.72721844776495,0,4465
2023-01-03T21:00:00,41.86662174050711,-87.64339466898463,0,3792
2023-01-03T22:00:00,41.80155882059973,-87.69694884309872,1,2130
2023-01-03T23:00:00,41.8101027671598,-87.74232839850309,0,4406
2023-01-04T00:00:00,41.822932862839906,-87.58379003669073,0,2543
2023-01-04T01:00:00,41.90792964464323,-87.59458618060602,0,855
2023-01-04T02:00:00,41.88664554416424,-87.79060367602312,0,4282
2023-01-04T03:00:00,41.91952912124407,-87.64084161737456,0,1736
2023-01-04T04:00:00,41.85246484121981,-87.54018687526901,0,4705
2023-01-04T05:00:00,41.887612381464606,-87.53446986349934,0,1968
2023-01-04T06:00:00,41.915635423638044,-87.53747468414034,0,4373
2023-01-04T07:00:00,41.85953920761679,-87.62629781137888,0,2778
2023-01-04T08:00:00,41.905506514253446,-87.70585407951722,0,2443
2023-01-04T09:00:00,41.83838444353601,-87.72733289446222,0,1624
2023-01-04T10:00:00,41.856316769206096,-87.59878555857247,0,4211
2023-01-04T11:00:00,41.8551957263601,-87.59566479690714,0,491
2023-01-04T12:00:00,41.80634962126466,-87.51394019995554,0,2450
2023-01-04T13:00:00,41.90731834884714,-87.53080183146922,0,1970
2023-01-04T14:00:00,41.84993585958784,-87.64170057908781,1,2808
2023-01-04T15:00:00,41.878849647123666,-87.74177852909749,1,1421
2023-01-04T16:00:00,41.90694479953436,-87.65851959373099,0,3390
2023-01-04T17:00:00,41.9048918705618,-87.61024919246705,0,2052
2023-01-04T18:00:00,41.91802310653837,-87.64798749208505,0,1103
2023-01-04T19:00:00,41.87219087092944,-87.681810469727,0,1145
2023-01-04T20:00:00,41.85270210127735,-87.60704036665271,0,3543
2023-01-04T21:00:00,41.87331690734562,-87.67515619672696,0,1457
2023-01-04T22:00:00,41.77685993396252,-87.68632594753528,1,1674
2023-01-04T23:00:00,41.791273251654616,-87.60176924491269,0,3209
2023-01-05T00:00:00,41.79873802325874,-87.66597933221163,0,1782
2023-01-05T01:00:00,41.818265190343915,-87.60783060499195,0,2063
2023-01-05T02:00:00,41.90208645360341,-87.60521163794331,0,1373
2023-01-05T03:00:00,41.8237712566784,-87.73234861009824,0,1857
2023-01-05T04:00:00,41.85541024675764,-87.67311170114789,0,3525
2023-01-05T05:00:00,41.95605369786717,-87.50040007540753,0,2762
2023-01-05T06:00:00,41.85672416173632,-87.73438715614608,0,4988
2023-01-05T07:00:00,41.92235093410803,-87.82029890040735,0,3904
2023-01-05T08:00:00,41.82208293919941,-87.79736606379183,0,280
2023-01-05T09:00:00,41.86577374652794,-87.6271801048081,0,2018
2023-01-05T10:00:00,41.82109867670537,-87.62701744497706,0,1591
2023-01-05T11:00:00,41.85775801544597,-87.64038497698826,0,3020
2023-01-05T12:00:00,41.92851848824745,-87.52052291539644,0,1475
2023-01-05T13:00:00,41.774460774608464,-87.87035509897927,0,4837
2023-01-05T14:00:00,41.904165418612756,-87.59416595130124,0,1637
2023-01-05T15:00:00,41.89236413613994,-87.48927056183769,1,2705
2023-01-05T16:00:00,41.842451002658194,-87.73130026884026,0,789
2023-01-05T17:00:00,41.79133652873669,-87.6639825860611,0,4567
2023-01-05T18:00:00,41.88242777046283,-87.69756027255058,0,4576
2023-01-05T19:00:00,41.846330437456174,-87.71029114414698,0,4009
2023-01-05T20:00:00,41.89206057268129,-87.65916358045207,0,1887
2023-01-05T21:00:00,41.87941112873141,-87.5013263244684,0,481
2023-01-05T22:00:00,41.97420673347926,-87.46443519920612,0,3612
2023-01-05T23:00:00,41.86373866235162,-87.66003453025361,0,2259
2023-01-06T00:00:00,41.81669015044269,-87.4583445807342,0,4953
2023-01-06T01:00:00,41.888856538097386,-87.62659811707138,1,3551
2023-01-06T02:00:00,41.89129980103831,-87.47196780759691,0,2785
2023-01-06T03:00:00,41.95965125451443,-87.63819687846882,0,4936
2023-01-06T04:00:00,41.928206674754875,-87.61800479565585,0,4042
2023-01-06T05:00:00,41.89951226354897,-87.59690729746215,0,2400
2023-01-06T06:00:00,41.96589817347318,-87.34370316885692,0,290
2023-01-06T07:00:00,41.806774216740635,-87.55318429826397,0,645
2023-01-06T08:00:00,41.83971490803502,-87.69345380769563,0,2329
2023-01-06T09:00:00,41.822505443515674,-87.54259019167517,0,2897
2023-01-06T10:00:00,41.854711411810655,-87.6623649283376,0,344
2023-01-06T11:00:00,41.795498831146624,-87.67387751646112,0,807
2023-01-06T12:00:00,41.91620905680887,-87.54802587760972,0,3580
2023-01-06T13:00:00,41.864766638174075,-87.6270022971006,0,3807
2023-01-06T14:00:00,41.78985162232984,-87.60472816769393,0,343
2023-01-06T15:00:00,41.81716525512755,-87.62854133003212,0,2636
2023-01-06T16:00:00,41.89691083084701,-87.59950751860552,1,588
2023-01-06T17:00:00,41.92838759407367,-87.59155306923076,0,3672
2023-01-06T18:00:00,41.99790385350151,-87.8041270239435,0,4203
2023-01-06T19:00:00,42.05293174796044,-87.56980845982514,1,4372
2023-01-06T20:00:00,41.90296456599656,-87.71818174778473,0,3071
2023-01-06T21:00:00,41.81872771279809,-87.75960692220035,0,3218
2023-01-06T22:00:00,41.75017722315612,-87.63505701194728,0,4647
2023-01-06T23:00:00,41.89416268774063,-87.6222417097017,1,3139
2023-01-07T00:00:00,41.829323534281386,-87.69221555481151,0,2342
2023-01-07T01:00:00,41.853178564389225,-87.55500713280989,0,3821
2023-01-07T02:00:00,41.84137419205641,-87.75059576497338,0,3036
2023-01-07T03:00:00,41.86965254681502,-87.66642493738954,1,4243
2023-01-07T04:00:00,41.94205881384726,-87.68243867214397,1,2718
2023-01-07T05:00:00,41.88752291404673,-87.63399285433054,0,4371
2023-01-07T06:00:00,41.86858190977768,-87.60470221438175,0,415
2023-01-07T07:00:00,41.81596077483046,-87.72051036546613,0,374
2023-01-07T08:00:00,41.77761902331774,-87.56461455902894,0,675
2023-01-07T09:00:00,41.8489215254556,-87.62412978684988,0,2869
2023-01-07T10:00:00,41.8748730469509,-87.80007516279808,0,3603
2023-01-07T11:00:00,41.984175794814796,-87.80607322963573,0,1238
2023-01-07T12:00:00,41.885916471288375,-87.63090873636364,0,947
2023-01-07T13:00:00,41.93706437066139,-87.64968705860078,0,4329
2023-01-07T14:00:00,41.848142264087656,-87.63910781022172,0,3802
2023-01-07T15:00:00,41.80700337401498,-87.63231842108772,0,3312
2023-01-07T16:00:00,41.82019299426606,-87.60949961444409,0,2544
2023-01-07T17:00:00,41.83458643612786,-87.54451153511366,1,2217
2023-01-07T18:00:00,42.005808183946115,-87.72979944108258,0,298
2023-01-07T19:00:00,41.82881679924654,-87.73527744336107,0,1102
2023-01-07T20:00:00,41.928409352224186,-87.72819914720986,0,4505
2023-01-07T21:00:00,41.82392436931478,-87.60379749995482,0,1827
2023-01-07T22:00:00,41.93399438077246,-87.51775473592183,0,3581
2023-01-07T23:00:00,41.90119705796636,-87.66862054944156,0,3578
2023-01-08T00:00:00,41.868701726140515,-87.85495298597438,0,1685
2023-01-08T01:00:00,41.87565424843188,-87.78315935763494,0,1180
2023-01-08T02:00:00,41.83881273827424,-87.70477330505165,0,3520
2023-01-08T03:00:00,41.90486433208893,-87.67999559987457,0,649
2023-01-08T04:00:00,41.850800991179554,-87.66655497645293,0,2575
2023-01-08T05:00:00,41.80456365417397,-87.62632769893172,1,4462
2023-01-08T06:00:00,41.80142374554082,-87.65785716977402,0,3614
2023-01-08T07:00:00,41.88845527506333,-87.53535943505109,0,3868
2023-01-08T08:00:00,41.97284547538463,-87.69064155751133,0,599
2023-01-08T09:00:00,41.88769949681441,-87.70740861635281,0,1159
2023-01-08T10:00:00,41.87098170043341,-87.58670120153316,0,1520
2023-01-08T11:00:00,41.89524956837616,-87.76800778629335,1,1603
2023-01-08T12:00:00,41.95646010450241,-87.5947277465212,0,1131
2023-01-08T13:00:00,41.89126295008184,-87.62057021346465,0,4865
2023-01-08T14:00:00,41.85344436614998,-87.64306982409263,0,991
2023-01-08T15:00:00,41.944477322603596,-87.48685515035658,0,3599
2023-01-08T16:00:00,41.9038253863077,-87.68579867007652,0,3016
2023-01-08T17:00:00,41.970245359519765,-87.44437316465283,0,3130
2023-01-08T18:00:00,41.88909406623332,-87.65008883043053,0,1230
2023-01-08T19:00:00,41.804631858096776,-87.74473148004732,0,1676
2023-01-08T20:00:00,41.796010448045266,-87.62350723771047,1,3111
2023-01-08T21:00:00,41.97715567593388,-87.72666206802869,0,1635
2023-01-08T22:00:00,41.981519943247,-87.69745802630322,0,3531
2023-01-08T23:00:00,41.86732884720305,-87.59406700299861,0,389
2023-01-09T00:00:00,41.855108760731845,-87.5797976120215,0,549
2023-01-09T01:00:00,41.96578665753454,-87.68579509302289,1,3696
2023-01-09T02:00:00,41.81167725907739,-87.54093353694583,0,3160
2023-01-09T03:00:00,41.82441637886265,-87.5256243017781,0,407
2023-01-09T04:00:00,41.916699607681345,-87.5005328419093,0,4515
2023-01-09T05:00:00,41.85442369262843,-87.58215279335869,0,223
2023-01-09T06:00:00,41.8777926879968,-87.50709141591229,0,4786
2023-01-09T07:00:00,41.868293426088535,-87.79907185851766,0,3701
2023-01-09T08:00:00,41.89835447292794,-87.65841158937657,0,4943
2023-01-09T09:00:00,41.96254891167882,-87.70783047306911,0,4754
2023-01-09T10:00:00,41.88353509441411,-87.61906967249854,0,1703
2023-01-09T11:00:00,41.91673632759662,-87.6812304297277,0,3831
2023-01-09T12:00:00,41.755089673938144,-87.64475420577548,1,1212
2023-01-09T13:00:00,41.875176895884195,-87.46040426078164,0,2463
2023-01-09T14:00:00,41.82750618378243,-87.64507478167783,0,1352
2023-01-09T15:00:00,41.80497121637458,-87.59255869145288,0,2533
2023-01-09T16:00:00,41.82541085798428,-87.65070423969318,0,4387
2023-01-09T17:00:00,41.85805259355796,-87.62298580408388,0,2293
2023-01-09T18:00:00,41.93305415254137,-87.62925849876076,0,643
2023-01-09T19:00:00,41.79851643693563,-87.58945083406242,0,1758
2023-01-09T20:00:00,41.87993788955567,-87.52492232180076,0,3975
2023-01-09T21:00:00,41.84904983399999,-87.4815345402157,0,2704
2023-01-09T22:00:00,41.85843961433829,-87.60193419262818,0,2888
2023-01-09T23:00:00,41.93826546951828,-87.5767407802568,0,2269
2023-01-10T00:00:00,41.91038692622024,-87.7333778058267,1,1605
2023-01-10T01:00:00,41.95834388644657,-87.63770890681741,0,3071
2023-01-10T02:00:00,41.86882965924501,-87.54517394816048,0,3238
2023-01-10T03:00:00,41.83634344329976,-87.55186282254246,0,4510
2023-01-10T04:00:00,41.864668470987176,-87.61075512404845,0,3165
2023-01-10T05:00:00,41.892649807476275,-87.55002454363888,0,4976
2023-01-10T06:00:00,41.88869440150722,-87.58563099619056,0,4167
2023-01-10T07:00:00,41.813036715666,-87.52177243675666,0,577
2023-01-10T08:00:00,41.88352938689768,-87.60375767587387,0,2082
2023-01-10T09:00:00,41.89179369980834,-87.6618128484014,0,2046
2023-01-10T10:00:00,42.02914844225204,-87.59957428687603,1,214
2023-01-10T11:00:00,41.990710676676905,-87.89355349382676,0,1067
2023-01-10T12:00:00,41.826905398966474,-87.59534028372535,0,3858
2023-01-10T13:00:00,41.86085699830705,-87.95815715426933,0,1890
2023-01-10T14:00:00,41.79029347988978,-87.78491170666649,0,909
2023-01-10T15:00:00,41.84265757916219,-87.58914082591531,0,1579
2023-01-10T16:00:00,41.897036300215426,-87.58682235964599,0,1518
2023-01-10T17:00:00,41.950451217253296,-87.7344185902126,0,1037
2023-01-10T18:00:00,41.83435496973539,-87.6938891837691,0,685
2023-01-10T19:00:00,41.83885121359594,-87.50645131102473,0,3867
2023-01-10T20:00:00,41.749262658215684,-87.67336271184155,0,4157
2023-01-10T21:00:00,41.86834004476731,-87.42793717188374,0,2582
2023-01-10T22:00:00,41.81435513528843,-87.62997278678587,0,3154
2023-01-10T23:00:00,41.84633363435804,-87.59307674408069,0,4612
2023-01-11T00:00:00,41.82548835330995,-87.48428130413512,1,4244
2023-01-11T01:00:00,41.87244424674485,-87.61800755954259,0,356
2023-01-11T02:00:00,41.772636296518606,-87.72001095826218,0,4774
2023-01-11T03:00:00,41.790077285276546,-87.63967547065249,0,521
2023-01-11T04:00:00,42.0058548267217,-87.6330049662571,0,327
2023-01-11T05:00:00,41.800854645123565,-87.75262674869815,1,2135
2023-01-11T06:00:00,41.812292865292726,-87.65282488642067,0,3780
2023-01-11T07:00:00,41.98831481169928,-87.69659728845977,0,585
2023-01-11T08:00:00,42.05240403015443,-87.54660780185313,1,1606
2023-01-11T09:00:00,41.80780600227048,-87.62668493132333,0,1461
2023-01-11T10:00:00,41.85600506259272,-87.65525161742329,0,2107
2023-01-11T11:00:00,41.89859333305643,-87.63935637375603,1,4932
2023-01-11T12:00:00,41.98182185866434,-87.60971901834345,0,1790
2023-01-11T13:00:00,41.81888857529431,-87.57428672202792,0,1203
2023-01-11T14:00:00,41.863383329243476,-87.71977410058025,0,787
2023-01-11T15:00:00,41.92474025456371,-87.72354288693592,0,1150
2023-01-11T16:00:00,41.904185964468,-87.53037887061377,0,839
2023-01-11T17:00:00,41.8555306357262,-87.66691031849842,0,2953
2023-01-11T18:00:00,41.87007062212904,-87.75731578833373,0,2218
2023-01-11T19:00:00,41.7956062514978,-87.58985685615552,0,2590
2023-01-11T20:00:00,41.86380957536152,-87.58809671745706,0,4194
2023-01-11T21:00:00,41.86211675059947,-87.7675643731531,0,2986
2023-01-11T22:00:00,41.89203019337758,-87.60914664560828,1,944
2023-01-11T23:00:00,41.844780366870864,-87.56359752168144,0,2008
2023-01-12T00:00:00,41.90639231135271,-87.59610521934644,0,1700
2023-01-12T01:00:00,41.93886294906919,-87.57292166646148,0,4168
2023-01-12T02:00:00,41.88742575966011,-87.75618421882817,0,1673
2023-01-12T03:00:00,41.89920538450396,-87.60000638605034,0,865
2023-01-12T04:00:00,41.88128932085468,-87.65703577835234,0,3732
2023-01-12T05:00:00,41.87810506358549,-87.67325111428522,0,2256
2023-01-12T06:00:00,41.83480651798743,-87.55144999515223,0,660
2023-01-12T07:00:00,41.897089655700405,-87.49666529403932,0,3510
2023-01-12T08:00:00,41.87226280409519,-87.46830669508597,0,1210
2023-01-12T09:00:00,42.00369009853584,-87.51146729156447,0,4367
2023-01-12T10:00:00,41.972501294148515,-87.63967607634672,0,4195
2023-01-12T11:00:00,41.901250793153395,-87.59805518532764,0,1973
2023-01-12T12:00:00,41.83231656741832,-87.56078594153942,0,2866
2023-01-12T13:00:00,41.811355311681,-87.61889398456306,0,2925
2023-01-12T14:00:00,41.94956857718534,-87.61803122308797,0,3336
2023-01-12T15:00:00,41.89386495350883,-87.55566221813115,0,531
2023-01-12T16:00:00,41.9069086042035,-87.63513543814234,0,1759
2023-01-12T17:00:00,41.77342484078155,-87.69543582427363,1,1017
2023-01-12T18:00:00,41.9337463088935,-87.66710257592523,0,3547
2023-01-12T19:00:00,41.905365220292865,-87.57274806600397,1,531
2023-01-12T20:00:00,41.811474158935134,-87.629530603792,0,2681
2023-01-12T21:00:00,41.84980851155301,-87.59918110208186,1,3693
2023-01-12T22:00:00,41.8939230322614,-87.5694928682018,0,4752
2023-01-12T23:00:00,41.88124800790138,-87.66353573166079,1,1582
2023-01-13T00:00:00,41.86056972885179,-87.56173766527333,1,238
2023-01-13T01:00:00,41.871890703916044,-87.59570416568874,0,3673
2023-01-13T02:00:00,41.86298135730759,-87.74093317782203,0,207
2023-01-13T03:00:00,41.88725375072615,-87.49999256879325,0,518
2023-01-13T04:00:00,41.96638951837959,-87.67486702693813,0,4954
2023-01-13T05:00:00,41.72410049354413,-87.77875858088667,0,4340
2023-01-13T06:00:00,41.863888984129424,-87.72385393386277,0,3596
2023-01-13T07:00:00,41.888690745282354,-87.72169406446105,0,4210
2023-01-13T08:00:00,41.89585963938123,-87.62510440132083,0,561
2023-01-13T09:00:00,41.855785125120725,-87.65444654549917,0,626
2023-01-13T10:00:00,41.77269669305129,-87.66011487708765,0,1643
2023-01-13T11:00:00,41.89777972902285,-87.57402682310658,0,314
2023-01-13T12:00:00,41.98174101284985,-87.59921121749267,0,4463
2023-01-13T13:00:00,41.78606831570504,-87.60135569164201,0,470
2023-01-13T14:00:00,41.92992968082189,-87.59291543884042,0,2811
2023-01-13T15:00:00,41.85838848661263,-87.5743478798798,0,4297
2023-01-13T16:00:00,41.87442053925027,-87.81951580075997,0,3727
2023-01-13T17:00:00,41.81492608935777,-87.66259944270381,0,1326
2023-01-13T18:00:00,41.85803262965865,-87.82601890580406,0,2457
2023-01-13T19:00:00,41.95610267568194,-87.6265546065882,0,2831
2023-01-13T20:00:00,41.913059314519266,-87.63021696750019,0,3886
2023-01-13T21:00:00,41.9820386963246,-87.53570209526893,1,2245
2023-01-13T22:00:00,41.94874471333866,-87.5229129046551,0,1568
2023-01-13T23:00:00,41.90444520073578,-87.61155024565728,0,4018
2023-01-14T00:00:00,41.98273607157007,-87.67483249696572,0,4455
2023-01-14T01:00:00,41.9044395895243,-87.58613549987089,0,2546
2023-01-14T02:00:00,41.92777929060783,-87.6773125873592,0,334
2023-01-14T03:00:00,41.86030574278792,-87.6299253386299,0,2603
2023-01-14T04:00:00,41.88209274895156,-87.54104773147354,0,4468
2023-01-14T05:00:00,41.83625457060199,-87.67999942113904,0,4947
2023-01-14T06:00:00,41.937475036075696,-87.55728892246817,0,2124
2023-01-14T07:00:00,41.80740178261311,-87.56883387681769,0,920
2023-01-14T08:00:00,41.925041020545066,-87.71573126354178,0,2946
2023-01-14T09:00:00,41.86666093654969,-87.54214952846044,0,4187
2023-01-14T10:00:00,41.94837482560804,-87.56692902891656,0,4736
2023-01-14T11:00:00,41.92315213932388,-87.62062667013646,0,448
2023-01-14T12:00:00,41.98733876945881,-87.69840911122249,0,1594
2023-01-14T13:00:00,41.921946481468325,-87.7071285416718,0,2492
2023-01-14T14:00:00,41.78377758466081,-87.67818963192127,1,671
2023-01-14T15:00:00,41.87408280962611,-87.58096649830372,0,4454
2023-01-14T16:00:00,41.80777956844432,-87.71580626506613,0,738
2023-01-14T17:00:00,41.84700320945803,-87.59042389762422,1,3393
2023-01-14T18:00:00,41.968773705996604,-87.74155799759906,0,4609
2023-01-14T19:00:00,41.91635202865387,-87.6481661725995,0,3489
2023-01-14T20:00:00,41.83616417428528,-87.61993170208834,0,3863
2023-01-14T21:00:00,41.81727695801358,-87.4097382869447,0,1463
2023-01-14T22:00:00,41.88006692557258,-87.75375840899683,0,4171
2023-01-14T23:00:00,41.805106391037135,-87.49731868901588,0,2209
2023-01-15T00:00:00,41.837831583356206,-87.61631418274115,0,494
2023-01-15T01:00:00,41.89682056829308,-87.59279452737857,0,1959
2023-01-15T02:00:00,41.947418722166404,-87.61914868779506,0,1879
2023-01-15T03:00:00,41.91462568833347,-87.58977458636244,0,2702
2023-01-15T04:00:00,41.740622629484115,-87.64363165939258,0,1471
2023-01-15T05:00:00,41.89636200374182,-87.49893548366883,0,2418
2023-01-15T06:00:00,41.88242201439396,-87.67088240298023,0,2254
2023-01-15T07:00:00,41.90293341712236,-87.52789888850387,0,1769
2023-01-15T08:00:00,41.975072580899074,-87.68779304081917,0,3541
2023-01-15T09:00:00,41.75430570339172,-87.63522266617612,1,1666
2023-01-15T10:00:00,41.842633794488535,-87.72627662970612,0,3875
2023-01-15T11:00:00,41.9135543793676,-87.58884786516873,0,1404
2023-01-15T12:00:00,41.78320433603277,-87.49973866387661,0,4351
2023-01-15T13:00:00,41.96665694288321,-87.63676205618388,0,1952
2023-01-15T14:00:00,41.90020139676204,-87.64751971288335,0,395
2023-01-15T15:00:00,41.92889503915061,-87.73011552667612,0,919
2023-01-15T16:00:00,41.8438433803087,-87.65043633881972,0,4070
2023-01-15T17:00:00,41.92692582139797,-87.77315148337495,0,4386
2023-01-15T18:00:00,41.94220829335934,-87.71195901880469,0,1217
2023-01-15T19:00:00,41.892072681208234,-87.60938925585018,1,3090
2023-01-15T20:00:00,41.89216405356193,-87.51108881220328,1,2956
2023-01-15T21:00:00,41.894320594356905,-87.37697102248934,0,842
2023-01-15T22:00:00,41.82629928411564,-87.68259265765639,0,2369
2023-01-15T23:00:00,41.869248279185584,-87.50062298590191,0,3530
2023-01-16T00:00:00,41.868948648052864,-87.60786227676385,1,4842
2023-01-16T01:00:00,41.90110363186121,-87.64341228820717,0,4268
2023-01-16T02:00:00,41.93808945481462,-87.59086649934466,1,669
2023-01-16T03:00:00,41.8145878350813,-87.6242275164688,0,1340
2023-01-16T04:00:00,41.87059945818083,-87.6198643846949,1,2296
2023-01-16T05:00:00,41.96698733285954,-87.66654998465441,0,922
2023-01-16T06:00:00,41.83348470627125,-87.7556298693819,0,2939
2023-01-16T07:00:00,41.82876499896258,-87.76872626822698,0,241
2023-01-16T08:00:00,41.890238371509874,-87.57100796050469,0,744
2023-01-16T09:00:00,41.92876311142912,-87.65470300810772,0,426
2023-01-16T10:00:00,41.87878556333364,-87.68344800096907,0,1618
2023-01-16T11:00:00,41.95783763542622,-87.62903449359492,0,3858
2023-01-16T12:00:00,41.92950763895399,-87.5582560972376,0,1050
2023-01-16T13:00:00,41.928609204013405,-87.61356724512763,0,4938
2023-01-16T14:00:00,41.91134699007945,-87.68884494429768,0,1493
2023-01-16T15:00:00,42.01775918602077,-87.5194336339916,0,415
2023-01-16T16:00:00,41.86579029866804,-87.48767330473166,0,1810
2023-01-16T17:00:00,41.75788866247601,-87.58528990102094,0,3790
2023-01-16T18:00:00,41.97435526169103,-87.54217028397903,0,711
2023-01-16T19:00:00,41.85063803414259,-87.51802360028675,0,544
2023-01-16T20:00:00,41.88457282666059,-87.5280910615236,0,4276
2023-01-16T21:00:00,41.95667304109163,-87.57453107405986,0,3042
2023-01-16T22:00:00,41.781964427536465,-87.57594876576326,0,1847
2023-01-16T23:00:00,41.80300116715364,-87.58303054839882,0,3829
2023-01-17T00:00:00,41.782023323772876,-87.72856039070923,0,4252
2023-01-17T01:00:00,41.83045182259848,-87.56673491588263,0,1924
2023-01-17T02:00:00,41.904478196361026,-87.7518232574014,0,2893
2023-01-17T03:00:00,41.90955127056877,-87.70131395096126,0,252
2023-01-17T04:00:00,41.89467645075972,-87.51247914389728,0,1669
2023-01-17T05:00:00,41.793334046966464,-87.55418018535752,0,3056
2023-01-17T06:00:00,41.73949379380205,-87.49593415392827,0,1146
2023-01-17T07:00:00,41.88136121512343,-87.65425069453185,0,4957
2023-01-17T08:00:00,41.8497934379817,-87.73350239571491,0,4861
2023-01-17T09:00:00,41.905663146303,-87.65143934773633,0,1436
2023-01-17T10:00:00,41.92021721757328,-87.62061718324836,0,2102
2023-01-17T11:00:00,41.886394485923525,-87.6226910155294,0,1109
2023-01-17T12:00:00,41.923707985122554,-87.5277687569119,0,2618
2023-01-17T13:00:00,41.89185268244691,-87.66231433825031,0,794
2023-01-17T14:00:00,41.90990388233609,-87.59811689753774,0,2076
2023-01-17T15:00:00,41.83581960422781,-87.71877644344912,0,2865
2023-01-17T16:00:00,41.86732331517012,-87.58927144497606,0,3136
